0.05	0.9986	8.9
0.05	0.9986	8.9
0.044	0.994	11.1
0.044	0.9937	10.9
0.034	0.9944	10.5
0.05	0.9986	8.9
0.035	0.9925	12.3
0.04	0.9916	10.8
0.033	0.9923	10.4
0.03	0.9902	12.1
0.033	0.9923	10.4
0.034	0.9958	11.8
0.031	0.9926	12.7
0.03	0.9903	12.3
0.034	0.9958	11.8
0.033	0.9936	12.3
0.033	0.9931	12.4
0.03	0.9938	12.3
0.044	0.99	12.1
0.03	0.994	11
0.039	0.9909	12.6
0.045	0.9942	12.2
0.041	0.9945	9.8
0.034	0.9939	11
0.03	0.994	11
0.037	0.9943	11.2
0.049	0.9941	11.1
0.038	0.9912	12.6
0.057	0.9962	11
0.056	0.9965	11.2
0.032	0.9932	10.7
0.027	0.99	12.2
0.039	0.9934	11.9
0.034	0.98815	13.5
0.032	0.9903	12.9
0.04	0.9935	9.5
0.048	0.9968	10
0.027	0.9919	11.3
0.035	0.9928	10.6
0.029	0.9928	11.3
0.027	0.9919	11.3
0.039	0.993	10.5
0.041	0.9926	12.2
0.037	0.9938	11
0.058	0.9998	9.1
0.049	0.9971	10.2
0.058	0.9998	9.1
0.048	0.9962	10.5
0.036	0.99	12.1
0.044	0.9912	12.8
0.047	0.9914	10.8
0.036	0.9911	11.5
0.033	0.9922	10.5
0.028	0.9936	11.4
0.028	0.9936	11.4
0.055	0.9986	9
0.055	0.9986	9
0.049	1	9.1
0.055	0.9986	9
0.049	1	9.1
0.055	0.9986	9
0.04	0.9912	11.5
0.044	0.9941	10.8
0.052	0.995	10.9
0.04	0.9912	11.5
0.046	0.9921	11.4
0.049	0.9934	10.2
0.037	0.9916	11
0.046	0.9918	12.2
0.034	0.9922	11
0.034	0.9922	11
0.038	0.9932	11.6
0.04	0.9913	11.8
0.033	0.9909	12.1
0.026	0.991	12.1
0.039	0.9936	11.3
0.03	0.9911	12.8
0.029	0.9953	12
0.03	0.9911	12.8
0.031	0.9948	11.3
0.031	0.9948	11.3
0.03	0.9953	12
0.031	0.9948	11.3
0.03	0.9953	12
0.037	0.992	11
0.037	0.992	11
0.046	0.9925	11
0.049	0.9934	10.4
0.048	0.9944	10.5
0.054	0.9924	11.5
0.031	0.9932	11.8
0.035	0.9952	10.1
0.03	0.99	12.6
0.029	0.9916	12
0.038	0.9914	12.5
0.038	0.9914	12.5
0.052	0.9976	10.2
0.08	0.9938	11.1
0.046	0.9939	10.2
0.028	0.9925	13
0.044	0.997	9.5
0.03	0.9927	11.7
0.03	0.9927	11.7
0.056	0.999	8.9
0.056	0.999	8.9
0.056	0.999	8.9
0.056	0.999	8.9
0.056	0.999	8.9
0.034	0.9912	12.3
0.056	0.999	8.9
0.034	0.9935	12.2
0.023	0.991	12.5
0.049	0.9922	11.6
0.031	0.9958	9.7
0.031	0.9926	12
0.03	0.9901	12.1
0.035	0.9918	12.2
0.035	0.9918	12.2
0.037	0.9924	11.5
0.03	0.99	12.4
0.053	0.9986	9.1
0.053	0.9986	9.1
0.053	0.9986	9.1
0.053	0.9986	9.1
0.053	0.9986	9.1
0.053	0.9986	9.1
0.053	0.9986	9.1
0.06	0.9951	9
0.051	0.997	9.5
0.045	0.9922	11.3
0.058	0.9936	9.9
0.027	0.9898	12.5
0.051	0.9957	11.4
0.051	0.9957	11.4
0.042	0.997	9.5
0.042	0.997	9.5
0.031	0.99397	10.6
0.042	0.99384	10.5
0.051	0.99382	10.5
0.051	0.99382	10.5
0.037	0.99148	12.6
0.047	0.99383	10.5
0.037	0.99148	12.6
0.031	0.99235	12.2
0.04	0.9946	10.6
0.027	0.99018	12.8
0.031	0.99235	12.2
0.043	0.99084	12.6
0.04	0.99173	12.2
0.036	0.99078	12
0.029	0.99061	12.6
0.038	0.9912	12
0.035	0.99096	12.7
0.024	0.98993	12.6
0.034	0.99175	12.3
0.044	0.99256	10.7
0.024	0.9918	12.5
0.039	0.99511	10.5
0.029	0.99347	10.4
0.029	0.99347	10.4
0.042	0.99114	12
0.042	0.9925	10.7
0.091	0.9938	9.6
0.031	0.99176	13.3
0.027	0.99248	11
0.039	0.99787	10.3
0.022	0.9922	11.6
0.035	0.99076	11.1
0.035	0.99076	11.1
0.032	0.99166	12.3
0.029	0.99165	12.3
0.018	0.99004	11.9
0.018	0.99004	11.9
0.029	0.99114	11.5
0.121	0.99508	10.4
0.121	0.99508	10.4
0.029	0.99114	11.5
0.043	0.99207	10.7
0.043	0.99066	11.2
0.043	0.9907	11.2
0.043	0.99066	11.2
0.043	0.9907	11.2
0.043	0.99066	11.2
0.021	0.98992	12.3
0.014	0.98914	12.6
0.062	0.99808	9
0.062	0.99808	9
0.062	0.99808	9
0.062	0.99808	9
0.062	0.99808	9
0.062	0.99808	9
0.062	0.99808	9
0.059	0.99615	11
0.028	0.99079	13.5
0.042	0.99059	11.3
0.025	0.99159	11.3
0.025	0.99159	11.3
0.025	0.99159	11.3
0.039	0.99678	10.3
0.039	0.99678	10.3
0.039	0.99678	10.3
0.026	0.99089	11.3
0.026	0.99089	11.3
0.039	0.99678	10.3
0.033	0.99316	10.4
0.029	0.99272	10.7
0.012	0.99064	11.7
0.048	0.99352	10.1
0.046	0.99199	10.9
0.018	0.98936	12.9
0.05	0.99116	11.1
0.052	0.99688	10.3
0.033	0.99044	11.2
0.03	0.9914	12.5
0.03	0.98892	12.9
0.039	0.99114	11.2
0.03	0.98892	12.9
0.03	0.98892	12.9
0.049	0.99704	9.5
0.032	0.99334	10.3
0.033	0.99334	10.3
0.029	0.99126	11.2
0.027	0.99165	11.5
0.027	0.99085	12
0.03	0.99172	12.3
0.035	0.99053	11.4
0.035	0.99053	11.4
0.047	0.99532	9.8
0.034	0.99026	12.4
0.032	0.99015	12.8
0.045	0.99035	11.8
0.045	0.99035	11.8
0.026	0.98994	11.9
0.048	0.99955	8.8
0.026	0.9892	13.1
0.035	0.99144	12.5
0.045	0.99352	11.7
0.045	0.99352	11.7
0.045	0.9935	11.6
0.035	0.99144	12.5
0.033	0.98894	13.5
0.028	0.993	10.9
0.033	0.98894	13.5
0.036	0.99068	11.4
0.036	0.98964	12.4
0.031	0.99437	11.5
0.028	0.993	10.9
0.049	0.99067	12.2
0.025	0.99066	12.1
0.049	0.99067	12.2
0.032	0.98912	13
0.032	0.98912	13
0.034	0.99084	11.5
0.034	0.99084	11.5
0.048	0.99188	11.3
0.033	0.99132	11.2
0.034	0.98936	11.1
0.028	0.99311	10.9
0.033	0.99132	11.2
0.027	0.9924	11.2
0.034	0.98984	12
0.027	0.99035	12.6
0.027	0.9924	11.2
0.034	0.98984	12
0.021	0.9889	12.7
0.021	0.9889	12.7
0.029	0.98999	12
0.045	0.98946	12.4
0.03	0.98976	12.1
0.033	0.99075	11.8
0.047	0.98988	13.4
0.032	0.99158	12.8
0.035	0.9895	12.4
0.038	0.9909	12
0.044	0.99014	11.7
0.028	0.99076	11.9
0.034	0.99114	10.8
0.028	0.99076	11.9
0.033	0.98934	13.5
0.014	0.98984	13
0.028	0.98975	11.9
0.036	0.99216	12
0.036	0.99216	12
0.041	0.9901	11.6
0.028	0.98975	11.9
0.039	0.99564	9.8
0.039	0.99564	9.8
0.039	0.99564	9.8
0.016	0.98713	14
0.036	0.99037	12.4
0.016	0.98951	13.2
0.04	0.99634	11
0.021	0.99026	13
0.021	0.98919	13
0.034	0.99119	12.2
0.016	0.99007	12.4
0.033	0.99507	10.5
0.039	0.99469	10.9
0.039	0.99469	10.9
0.039	0.99406	10.9
0.034	0.99305	11.4
0.032	0.98956	12.6
0.034	0.9921	11.6
0.038	0.99496	10.5
0.039	0.99406	10.9
0.039	0.99406	10.9
0.034	0.98942	12.1
0.025	0.98802	13.3
0.039	0.99406	10.9
0.039	0.99469	10.9
0.038	0.99496	10.5
0.034	0.9921	11.6
0.034	0.99305	11.4
0.032	0.98956	12.6
0.03	0.9887	13
0.037	0.99176	11.9
0.045	0.99178	11
0.024	0.99518	12
0.024	0.99518	12
0.026	0.99014	11.3
0.043	0.9945	10.4
0.03	0.99164	12.5
0.029	0.99118	12.5
0.03	0.99164	12.5
0.028	0.99274	12.1
0.042	0.98972	12.2
0.024	0.98906	13.7
0.024	0.98906	13.7
0.031	0.98956	12
0.045	0.99064	11.9
0.034	0.99121	11.3
0.022	0.99221	11
0.033	0.98924	12.2
0.028	0.99176	10.7
0.045	0.99064	11.9
0.036	0.99	11.9
0.034	0.9913	11
0.036	0.99	11.9
0.031	0.98836	12.9
0.059	0.99322	11
0.038	0.9911	12.7
0.02	0.99212	12
0.02	0.99212	12
0.019	0.99036	12.7
0.02	0.99212	12
0.019	0.99036	12.7
0.034	0.99144	12.1
0.042	0.99123	12.2
0.036	0.99123	12.4
0.038	0.9916	12.4
0.04	0.98988	11.4
0.027	0.98939	12.8
0.055	0.99318	11
0.026	0.98952	12.5
0.044	0.99326	11
0.044	0.99326	11
0.032	0.99214	12
0.031	0.9897	12.4
0.022	0.98915	12.8
0.044	0.99326	11
0.033	0.991	12.4
0.031	0.9913	12.9
0.036	0.98938	12.8
0.041	0.98916	13.3
0.047	0.99158	11
0.039	0.99216	11
0.034	0.99031	12.3
0.036	0.98871	12.6
0.034	0.99031	12.3
0.02	0.99146	13.4
0.039	0.9921	11.1
0.039	0.99216	11
0.025	0.99082	12.6
0.029	0.9905	11.8
0.047	1.00014	9.3
0.03	0.99026	12.6
0.044	0.99184	12
0.045	0.99135	11.3
0.038	0.99074	11.8
0.06	0.99142	12.2
0.057	0.99091	11.1
0.039	0.99229	10.1
0.046	0.9913	10.9
0.047	0.99126	10.9
0.046	0.9913	10.9
0.044	0.98896	12.9
0.04	0.98961	12
0.029	0.99146	12.3
0.044	0.98896	12.9
0.032	0.99012	13.5
0.033	0.98912	12.8
0.022	0.98902	12.8
0.033	0.98912	12.8
0.039	0.99129	12.4
0.048	0.98956	12.9
0.047	0.9916	11.1
0.032	0.98889	12.9
0.042	0.99012	11.8
0.036	0.98853	12.7
0.042	0.98962	12.4
0.039	0.98995	12.5
0.035	0.99048	12.6
0.036	0.99202	10.4
0.059	0.99177	12.1
0.048	0.99782	9.5
0.038	0.99426	11.8
0.033	0.99356	11.3
0.033	0.99072	11.3
0.033	0.99076	12.3
0.039	0.99355	11.5
0.034	0.98882	13.2
0.03	0.99042	12.5
0.04	0.99111	12.1
0.045	0.9933	10.7
0.04	0.99111	12.1
0.03	0.99042	12.5
0.026	0.99381	12.8
0.026	0.99139	12.3
0.032	0.99458	11.5
0.032	0.99458	11.5
0.031	0.9895	12.7
0.031	0.9895	12.7
0.059	0.99036	12.7
0.026	0.989	13.1
0.037	0.98834	12.9
0.035	0.99058	11.8
0.033	0.99192	12.1
0.034	0.99056	13
0.033	0.99192	12.1
0.029	0.99112	11.5
0.029	0.99112	11.5
0.037	0.9912	11.1
0.027	0.98936	13.9
0.042	0.99189	11.3
0.035	0.98914	12.9
0.031	0.98884	13.2
0.042	0.99189	11.3
0.038	0.99026	12.6
0.032	0.98934	13.4
0.037	0.9913	11.8
0.039	0.98964	13.1
0.038	0.99026	12.6
0.033	0.98944	13.4
0.035	0.99031	13
0.032	0.98934	13.4
0.056	0.99393	10.2
0.041	0.99254	11.4
0.037	0.9913	11.8
0.036	0.99408	13
0.036	0.99408	13
0.042	0.98998	11.6
0.038	0.99146	11.3
0.036	0.98922	13.1
0.036	0.99408	13
0.04	0.9896	13.4
0.029	0.99108	11.5
0.031	0.99134	11.2
0.036	0.98936	13.5
0.046	0.99038	11.7
0.031	0.98987	12.3
0.044	0.98947	13.3
0.036	0.98819	13.7
0.038	0.99143	13.4
0.038	0.99139	11.3
0.034	0.9897	13.1
0.029	0.99074	12.2
0.037	0.99324	12.2
0.035	0.99096	11.3
0.027	0.99089	11
0.035	0.99138	11.3
0.028	0.99238	11.5
0.023	0.99176	12.8
0.028	0.99238	11.5
0.032	0.98988	11.7
0.044	0.992	10.7
0.037	0.99006	12
0.043	0.99202	10.7
0.044	0.992	10.7
0.049	0.99332	10.7
0.031	0.98958	12.1
0.034	0.98939	11.9
0.033	0.99043	12.3
0.039	0.99304	10.4
0.027	0.99165	12.6
0.044	0.99726	10
0.04	0.99278	10.7
0.044	0.99726	10
0.029	0.99054	12.8
0.021	0.99442	11
0.02	0.99089	11.3
0.018	0.99474	11.2
0.014	0.99008	12.5
0.046	0.9908	11.4
0.031	0.99076	12.2
0.037	0.98942	12.6
0.038	0.99	13
0.03	0.99338	12.2
0.035	0.99456	10.5
0.043	0.9926	10.8
0.036	0.98856	13.2
0.032	0.98946	13
0.035	0.98976	12.9
0.036	0.98856	13.2
0.038	0.99523	10.5
0.032	0.98946	13
0.029	0.98916	12.7
0.025	0.99071	12.9
0.032	0.98889	13
0.029	0.98742	13.6
0.029	0.98742	13.6
0.037	0.99444	10.5
0.027	0.99228	12.5
0.051	0.99058	11.3
0.028	0.99164	12.6
0.027	0.99228	12.5
0.027	0.991	11.5
0.037	0.99444	10.5
0.028	0.99164	12.6
0.051	0.99058	11.3
0.024	0.99095	11.9
0.036	0.99299	10.8
0.03	0.9902	11.3
0.036	0.99299	10.8
0.028	0.99012	13.5
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.051	0.99792	9
0.026	0.98953	13.4
0.028	0.99072	11.1
0.026	0.98953	13.4
0.022	0.99099	11.4
0.022	0.99134	12.7
0.027	0.98964	13.2
0.042	0.99172	12.9
0.042	0.9911	11.3
0.035	0.99062	13.2
0.034	0.99274	11.5
0.028	0.98958	13.2
0.03	0.98913	13.7
0.031	0.99198	12.5
0.038	0.99018	13
0.057	0.99299	9.9
0.035	0.99176	11
0.036	0.98746	14
0.036	0.99028	12.5
0.036	0.99028	12.5
0.038	0.98867	12.8
0.037	0.99174	11.2
0.037	0.99174	11.2
0.036	0.99028	12.5
0.037	0.99174	11.2
0.036	0.98746	14
0.037	0.98779	14.2
0.038	0.98867	12.8
0.05	0.99326	11.5
0.042	0.98952	12.7
0.038	0.99178	10.8
0.032	0.99088	13
0.044	0.99108	11.8
0.035	0.99572	9.8
0.033	0.9903	11.9
0.025	0.99162	12.8
0.04	0.9922	10.4
0.036	0.9928	10.7
0.033	0.9903	11.9
0.025	0.99162	12.8
0.041	0.99173	10.5
0.048	0.99455	11
0.048	0.99455	11
0.048	0.99455	11
0.041	0.98944	12.8
0.042	0.99067	12.3
0.041	0.98944	12.8
0.05	0.9984	8.7
0.05	0.9984	8.7
0.05	0.9984	8.7
0.05	0.9984	8.7
0.05	0.99971	9
0.05	0.9984	8.7
0.05	0.9984	8.7
0.05	0.99971	9
0.029	0.99302	12.9
0.043	0.99706	10.4
0.048	0.99456	11.5
0.03	0.99024	12.8
0.03	0.99062	11.7
0.035	0.99058	12.5
0.039	0.99059	11.1
0.046	0.99022	12
0.046	0.99024	12
0.052	0.98974	11.5
0.02	0.98981	13.4
0.054	0.99287	11
0.064	0.99737	9.7
0.054	0.99287	11
0.038	0.98711	13.9
0.056	0.99825	8.7
0.056	0.99825	8.7
0.056	0.99825	8.7
0.056	0.99825	8.7
0.056	0.99825	8.7
0.056	0.99825	8.7
0.05	0.99019	12
0.044	0.98998	12.1
0.04	0.98886	13.1
0.035	0.98949	12.6
0.056	0.99825	8.7
0.048	0.99133	11.1
0.038	0.99107	11.3
0.041	0.99065	11.8
0.04	0.9903	12.6
0.04	0.98862	13.4
0.036	0.991	10.8
0.029	0.99092	12.5
0.056	0.99464	10.4
0.047	0.99235	10.1
0.041	0.99002	11.9
0.037	0.99214	10.8
0.042	0.98952	12.7
0.042	0.98952	12.7
0.044	0.9895	12.7
0.027	0.98886	13
0.039	0.99178	11
0.035	0.99172	11.94
0.035	0.9901	12.89333333
0.038	0.9893	12.2
0.035	0.99172	11.94
0.035	0.9901	12.89333333
0.042	0.99198	10.5
0.057	0.99807	8.8
0.057	0.99807	8.8
0.057	0.99807	8.8
0.057	0.99807	8.8
0.057	0.99807	8.8
0.057	0.99807	8.8
0.057	0.99807	8.8
0.044	0.99232	10.4
0.057	0.99807	8.8
0.034	0.99121	11.3
0.037	0.9895	12.8
0.037	0.9895	12.8
0.039	0.98963	13.1
0.041	0.99335	11.5
0.039	0.98963	13.1
0.041	0.99335	11.5
0.045	0.98952	13
0.041	0.9909	14.05
0.04	0.9958	10.7
0.028	0.9954	10.8
0.03	0.9947	10.7
0.036	0.9912	10.8
0.027	0.98948	12.5
0.024	0.98823	13.05
0.03	0.9908	12.9
0.034	0.9906	12
0.042	0.9898	11.8
0.027	0.9908	11.4
0.032	0.98942	12.6
0.032	0.9916	11.26666667
0.036	0.98949	13.4
0.032	0.9916	11.3
0.047	0.99158	11.5
0.036	0.9902	13
0.041	0.98981	11.6
0.041	0.99524	10.4
0.041	0.99221	10.9
0.03	0.98968	12.4
0.034	0.98774	13.1
0.037	0.99094	10.65
0.042	0.99044	11.4
0.033	0.98966	13.1
0.035	0.98868	12.8
0.048	0.9937	10.96666667
0.048	0.9937	10.96666667
0.048	0.9937	10.96666667
0.048	0.9937	11
0.036	0.99362	10.13333333
0.034	0.99365	10.13333333
0.034	0.99365	10.15
0.036	0.99362	10.15
0.028	0.99161	11.8
0.034	0.9912	11.63333333
0.028	0.99161	11.8
0.043	0.99954	9.1
0.043	0.99954	9.1
0.032	0.99188	12.9
0.032	0.99188	12.9
0.037	0.99074	10.9
0.031	0.98966	11.8
0.03	0.99031	12.2
0.031	0.98966	11.8
0.031	0.99234	12.3
0.035	0.9891	12.1
0.035	0.98872	13.6
0.035	0.98872	13.6
0.037	0.99057	11.9
0.031	0.99072	11.75
0.038	0.98942	13
0.055	0.99171	12.4
0.052	0.99352	9.4
0.048	0.98953	12
0.038	0.99088	11.7
0.03	0.98904	12.8
0.03	0.989	12.8
0.035	0.99142	10.7
0.035	0.99142	10.7
0.039	0.99051	11.6
0.035	0.99142	10.7
0.037	0.98986	12.8
0.038	0.99189	11.9
0.027	0.98946	11.4
0.041	0.99026	13.7
0.054	0.99193	12
0.032	0.99258	12.1
0.033	0.98986	12
0.029	0.99318	11.95
0.038	0.99022	12.2
0.036	0.98936	13.3
0.021	0.99188	11.45
0.038	0.99132	11.6
0.028	0.99168	12.15
0.023	0.98928	13
